manufacturer,vehicle_type,charging_type_last,drive_config,battery_chemistry,model_year,battery_capacity_kwh,battery_age_years,battery_health_pct,motor_power_kw,vehicle_weight_kg,drag_coefficient,tire_type,ambient_temp_c,hvac_usage,avg_speed_kmh,elevation_change_m,num_passengers,cargo_weight_kg,regenerative_braking,driving_mode,wind_speed_kmh,actual_range_km
Audi,Sports Car,DC Fast Charge,4WD,,2023.0,,,69.5,599.0,2264.0,0.497,,4.7,,93.9,260.1,4.0,333.0,Max,Normal,41.9,397.2
rivin,Crossover,Wireless,4WD,NCA,2016.0,22.2,5.0,92.4,474.0,2401.0,0.275,Low Rolling Resistance,30.4,,64.2,196.0,3.0,,Low,Off-Road,29.3,351.4
BMW,,,4WD,NMC,2022.0,95.0,5.0,86.8,88.0,2378.0,0.292,Standard,0.6,Heating,88.4,-21.8,5.0,11.0,Max,Off-Road,22.1,310.1
Tesla,Van,Level 1,,LFP,,,4.0,83.7,182.0,1522.0,0.261,Low Rolling Resistance,-11.2,Heating,27.2,-485.4,3.0,284.0,Off,Chill,8.8,691.4
BMW,Crossover,Supercharger,FWD,NMCA,,50.3,8.0,82.6,435.0,,0.23,Performance,39.5,Max Cool,,344.9,4.0,262.0,Low,Sport,12.4,643.5
Polestar,Crossover,DC Fast Charge,FWD,Solid State,,118.0,7.0,80.7,498.0,1497.0,,Standard,-7.0,Max Heat,72.0,-477.4,3.0,55.0,Medium,Normal,70.9,262.8
hyundai,,Supercharger,FWD,NMC,2020.0,77.8,4.0,78.9,125.0,3945.0,0.398,All-Terrain,-1.6,Heating,,490.9,3.0,253.0,Low,Eco,42.9,675.2
BMW,,Wireless,AWD,NMC,2016.0,65.0,9.0,89.6,414.0,2074.0,0.414,Performance,1.8,Max Cool,27.3,15.5,2.0,198.0,Max,Eco,5.6,539.7
VW,Hatchback,Supercharger,RWD,NCA,2017.0,24.0,6.0,93.4,677.0,,0.307,Low Rolling Resistance,-7.6,Max Cool,118.9,,6.0,312.0,Max,,22.3,193.1
,Hatchback,DC Fast Charge,,NMCA,2022.0,20.7,4.0,82.0,561.0,2441.0,0.242,All-Terrain,29.0,Heating,122.0,439.6,,260.0,High,Chill,13.2,204.0
,SUV,Level 2,RWD,NMCA,2018.0,37.2,6.0,,672.0,,0.304,Performance,25.8,,99.7,430.6,6.0,,Medium,Off-Road,36.7,124.7
,Hatchback,Level 1,4WD,Solid State,2020.0,81.5,2.0,94.6,338.0,2318.0,0.401,All-Terrain,26.8,None,94.5,,4.0,307.0,,Eco,12.1,217.8
VW,Truck,,AWD,NMC,2021.0,122.6,7.0,63.7,666.0,,0.385,Low Rolling Resistance,17.8,Heating,127.6,261.5,2.0,312.0,Medium,Eco,8.2,242.5
polestar,Truck,,4WD,LFP,2022.0,,2.0,97.3,646.0,2925.0,0.372,Performance,30.3,Cooling,67.5,-35.8,2.0,,Medium,,8.2,603.9
BMW,Sports Car,Supercharger,4WD,NCA,2018.0,116.6,3.0,97.3,418.0,2139.0,0.49,Performance,9.2,None,70.8,-232.6,6.0,20.0,Off,Chill,61.2,626.4
Rivian,Hatchback,DC Fast Charge,RWD,Solid State,2023.0,76.9,,76.9,246.0,1410.0,0.354,Performance,9.3,Max Heat,92.8,-301.1,2.0,,Medium,,75.1,175.1
Lucid,Hatchback,Wireless,RWD,,2023.0,126.1,2.0,,296.0,3549.0,0.492,Low Rolling Resistance,-18.6,None,125.0,-273.6,,274.0,,Sport,49.0,212.5
Lucid,,Supercharger,RWD,NMCA,2021.0,,9.0,95.6,419.0,3170.0,0.244,All-Terrain,-1.9,None,97.9,468.8,5.0,226.0,Off,Eco,6.9,337.8
BYD,Sedan,Supercharger,AWD,NMCA,,,,91.0,554.0,,0.29,All-Terrain,-9.3,Max Heat,75.4,308.4,6.0,157.0,,Off-Road,,606.3
Tesla,,DC Fast Charge,RWD,NMC,2015.0,119.5,1.0,66.5,349.0,1593.0,0.344,Performance,31.5,Heating,36.7,421.3,6.0,314.0,,Chill,19.8,292.1
VW,,Level 1,RWD,,2023.0,102.7,2.0,87.1,77.0,2597.0,0.247,Standard,41.1,Cooling,78.9,241.3,3.0,127.0,Max,Off-Road,,85.4
,SUV,Supercharger,,,2024.0,119.7,5.0,,252.0,2260.0,,Performance,1.2,Max Cool,128.7,9.7,3.0,399.0,High,Off-Road,23.7,674.1
VW,SUV,DC Fast Charge,4WD,NMC,2023.0,,,84.3,310.0,,0.304,Standard,20.2,Cooling,24.6,412.9,1.0,128.0,High,Sport,62.2,238.8
VW,SUV,Wireless,4WD,,2015.0,113.0,0.0,,83.0,3619.0,0.241,All-Terrain,-2.7,Max Cool,77.8,206.2,5.0,,Off,Off-Road,34.4,675.5
TESLA,Hatchback,Level 1,RWD,LFP,2020.0,126.9,5.0,65.8,,1898.0,0.292,Low Rolling Resistance,-9.7,Heating,,213.0,6.0,314.0,,,27.6,471.7
Hyundai,Crossover,Level 1,AWD,,2024.0,,7.0,96.3,317.0,,,Standard,-4.9,Cooling,116.5,151.2,6.0,339.0,Low,Sport,54.4,270.8
,SUV,Wireless,4WD,LFP,,68.1,5.0,87.7,438.0,1687.0,0.394,Standard,-0.6,Max Heat,57.9,283.8,5.0,270.0,Off,Chill,,301.9
bmw,SUV,Level 2,AWD,NMC,2021.0,28.2,5.0,71.2,132.0,2154.0,,Low Rolling Resistance,5.0,None,68.1,,,257.0,High,Normal,56.7,484.1
Audi,Sports Car,Supercharger,AWD,NMCA,2021.0,87.6,4.0,63.0,589.0,2459.0,0.383,All-Terrain,33.1,Heating,124.3,206.7,2.0,474.0,Max,Eco,61.6,401.1
Tesla,Sedan,DC Fast Charge,FWD,Solid State,2022.0,70.3,9.0,78.6,235.0,1434.0,0.334,Performance,27.6,Cooling,53.0,,3.0,,Low,,59.6,422.5
Audi,Van,,FWD,NMC,2015.0,52.0,0.0,84.8,645.0,,0.229,,28.7,Max Heat,107.3,,4.0,293.0,Max,Eco,6.6,621.4
BYD,Sedan,Level 1,4WD,NMCA,2024.0,84.3,0.0,66.2,469.0,1505.0,,Standard,39.3,Max Cool,75.2,-419.0,,74.0,High,Eco,45.8,365.0
Tesla,Hatchback,Level 2,AWD,Solid State,2021.0,56.5,6.0,98.7,80.0,2492.0,0.251,Standard,38.9,,77.2,-327.0,,413.0,,Chill,67.9,204.5
BYD,Van,Level 2,FWD,LFP,2018.0,82.5,8.0,64.7,401.0,1544.0,,Standard,-17.3,Max Heat,29.1,365.6,1.0,73.0,Off,Normal,61.6,636.4
VW,Van,Level 1,4WD,,2020.0,118.6,3.0,77.1,410.0,3677.0,0.339,Standard,-19.6,Heating,74.0,220.7,3.0,210.0,Low,Eco,41.0,535.1
RIVIAN,Sports Car,,AWD,NCA,2021.0,56.5,3.0,89.6,177.0,2705.0,0.203,Performance,-11.7,Max Cool,71.5,238.2,5.0,186.0,Off,Sport,54.9,356.5
,Sports Car,,,NMC,2024.0,30.1,9.0,61.7,,1213.0,0.392,Low Rolling Resistance,32.3,,129.5,303.6,3.0,274.0,Max,Eco,,679.2
,,Wireless,FWD,Solid State,2020.0,89.9,9.0,73.9,424.0,2023.0,0.379,Performance,15.2,Heating,92.9,94.3,2.0,85.0,Off,Off-Road,37.4,222.1
Polestar,Truck,,,LFP,,35.2,3.0,96.6,238.0,3229.0,,All-Terrain,7.3,,,410.4,2.0,77.0,Off,,22.9,323.7
,Hatchback,DC Fast Charge,FWD,NCA,2023.0,86.2,,75.9,533.0,,,Standard,,Max Cool,100.8,-394.7,1.0,356.0,Max,Sport,65.9,295.6
BYD,Van,Level 1,4WD,NCA,2020.0,31.5,8.0,,411.0,2003.0,0.211,,,Max Cool,92.4,49.7,4.0,277.0,Medium,Sport,39.7,540.2
Polestar,Sports Car,Level 1,AWD,NCA,2021.0,61.5,9.0,98.0,224.0,,,Standard,,Cooling,99.3,-116.5,1.0,,High,,3.3,464.1
Polestar,Sports Car,DC Fast Charge,RWD,NMC,2019.0,100.2,7.0,84.0,509.0,2078.0,,,19.8,Cooling,120.5,,6.0,396.0,Max,,61.8,699.2
BMW,,,,,2017.0,95.4,6.0,89.1,309.0,2497.0,0.287,Performance,,,48.4,401.7,1.0,359.0,Low,Chill,27.6,463.5
,Hatchback,Supercharger,RWD,Solid State,2021.0,44.2,8.0,75.0,423.0,3552.0,0.322,All-Terrain,,Max Cool,105.4,-25.7,,198.0,Medium,,72.7,680.8
Lucid,Van,Wireless,4WD,NMCA,2024.0,29.5,1.0,65.7,570.0,3740.0,0.232,Performance,-14.5,Max Cool,32.0,320.2,4.0,247.0,Medium,Chill,64.8,89.8
NIO,Van,DC Fast Charge,RWD,LFP,2021.0,101.7,4.0,89.9,486.0,1218.0,0.455,Low Rolling Resistance,-1.9,Cooling,115.9,173.6,5.0,277.0,,,,200.8
VW,Hatchback,Level 1,,NCA,2015.0,39.5,1.0,80.2,226.0,1826.0,,Low Rolling Resistance,,Max Heat,89.6,-333.1,,,Max,Chill,48.3,184.8
VW,Crossover,Level 2,AWD,Solid State,2024.0,58.5,7.0,,259.0,3611.0,0.43,Standard,,Heating,101.2,342.0,5.0,496.0,Max,Eco,49.4,204.0
BYD ,SUV,DC Fast Charge,RWD,NCA,2020.0,98.7,7.0,63.6,74.0,,0.236,Low Rolling Resistance,-9.0,Max Heat,62.9,-60.0,4.0,258.0,High,,47.0,173.7
VW,Truck,,FWD,NMCA,2021.0,,1.0,65.7,354.0,1971.0,,Standard,-0.1,,21.5,-460.3,6.0,110.0,Low,Sport,,116.4
Polestar,SUV,Supercharger,4WD,NMC,,57.3,9.0,77.0,,3482.0,0.287,All-Terrain,-3.6,Cooling,45.9,-238.7,3.0,94.0,Off,Off-Road,48.3,369.1
Tesla,,Level 2,RWD,NCA,2019.0,72.1,8.0,80.5,,1679.0,,Standard,14.6,Cooling,79.6,321.9,3.0,31.0,Medium,Eco,37.9,692.0
Lucid,Van,,,,2016.0,120.8,5.0,83.5,193.0,3923.0,0.354,All-Terrain,18.4,Cooling,95.1,-362.5,5.0,338.0,,Chill,47.9,269.2
Audi,,Level 1,AWD,NMC,2020.0,103.7,5.0,77.4,346.0,2252.0,0.259,,0.8,Heating,58.7,-376.1,3.0,,Medium,Chill,11.7,478.9
Audi,Sports Car,DC Fast Charge,,NMCA,2021.0,33.3,2.0,,484.0,1698.0,0.308,Low Rolling Resistance,-8.6,Cooling,41.2,-186.4,,,Medium,,67.1,161.2
AUDI,Van,Level 2,,NMC,2023.0,68.6,3.0,68.8,625.0,1338.0,0.408,,31.2,Max Heat,43.9,-470.8,,251.0,High,Normal,44.7,486.5
Hyundai,Sports Car,Level 1,RWD,NMC,2018.0,40.8,3.0,70.0,325.0,2430.0,0.225,All-Terrain,23.1,Max Cool,76.6,-469.4,6.0,343.0,,Sport,25.8,655.5
Lucid,Hatchback,DC Fast Charge,4WD,NMCA,,102.6,1.0,93.8,110.0,2586.0,0.365,All-Terrain,,Max Cool,110.9,300.2,3.0,128.0,Medium,Off-Road,20.6,443.4
POLESTAR,Sedan,Level 1,4WD,LFP,2015.0,85.9,,71.5,55.0,3664.0,0.34,Low Rolling Resistance,,Heating,44.3,-389.8,,357.0,Max,Off-Road,56.9,629.1
Tesla,Hatchback,Supercharger,RWD,NMCA,2019.0,25.7,5.0,87.7,469.0,1681.0,0.308,Standard,43.8,,54.1,-122.1,5.0,367.0,Max,Off-Road,,334.9
BYD,,Level 1,,NCA,2022.0,97.1,8.0,,358.0,2378.0,0.395,,,None,,-328.8,5.0,160.0,,Off-Road,77.4,548.3
,,Level 1,RWD,,2017.0,65.5,7.0,93.5,,1386.0,0.416,Performance,-0.3,None,74.8,-323.1,2.0,,Max,Sport,25.2,596.8
Audi,Hatchback,Level 1,AWD,Solid State,2022.0,,9.0,98.2,565.0,3245.0,,Performance,23.9,Cooling,70.8,-168.7,,249.0,Max,Sport,3.9,639.4
NIO,Truck,Level 2,AWD,Solid State,2018.0,51.2,8.0,72.4,143.0,1675.0,0.257,Performance,16.9,Max Cool,65.7,-263.8,3.0,151.0,Medium,Chill,50.6,204.1
Audi,SUV,DC Fast Charge,RWD,,2016.0,119.3,3.0,62.5,132.0,3838.0,0.307,Performance,,Cooling,27.4,-236.4,,445.0,High,Sport,,593.9
Tesla,Hatchback,Supercharger,FWD,,2024.0,45.3,,80.2,417.0,3232.0,,Performance,-17.9,None,126.8,162.8,6.0,368.0,High,Sport,29.2,308.2
Rivian,Van,DC Fast Charge,FWD,NMCA,2018.0,28.8,5.0,84.5,369.0,3228.0,0.47,Low Rolling Resistance,,Heating,62.7,106.7,,212.0,Off,Chill,12.9,86.8
Polestar,Van,Wireless,4WD,,2020.0,116.7,5.0,71.4,,2023.0,0.216,All-Terrain,18.8,Max Cool,65.6,-378.4,1.0,33.0,Medium,Sport,23.0,115.7
BYD,Truck,Level 2,FWD,,2018.0,79.1,8.0,99.1,442.0,3404.0,0.339,All-Terrain,34.8,,94.9,444.5,6.0,28.0,Max,Chill,11.2,190.2
Audi,SUV,Level 2,RWD,Solid State,,72.2,3.0,78.3,437.0,1799.0,,Standard,-6.8,Max Heat,113.5,-276.2,3.0,260.0,Off,Sport,31.0,693.2
,,DC Fast Charge,AWD,NMCA,2020.0,39.7,1.0,94.0,157.0,,0.304,Standard,-19.3,Max Cool,82.1,,,47.0,Max,Normal,59.1,267.4
Polestar,Van,Level 2,FWD,Solid State,2022.0,20.1,8.0,82.6,695.0,2559.0,0.223,Low Rolling Resistance,37.3,Max Cool,123.3,429.0,3.0,191.0,Off,Sport,27.4,102.4
Tesla,Hatchback,Level 2,AWD,,2024.0,120.9,2.0,63.5,344.0,2025.0,0.22,Low Rolling Resistance,6.9,Heating,125.2,-182.2,6.0,74.0,Off,Sport,,150.1
Tesla,SUV,Level 1,FWD,NMCA,2019.0,,8.0,71.9,382.0,2577.0,,All-Terrain,22.1,,59.9,-123.5,3.0,4.0,Off,Normal,63.0,680.0
,Crossover,Wireless,RWD,Solid State,2023.0,,6.0,93.9,617.0,1508.0,0.412,Performance,-18.0,Cooling,,-433.7,2.0,415.0,Off,,60.0,196.0
RIVIAN,Hatchback,Supercharger,RWD,NMC,2019.0,73.6,1.0,70.6,610.0,2038.0,0.202,,14.1,None,107.5,-225.4,2.0,389.0,Low,Normal,11.4,150.0
NIO,Sedan,Level 1,FWD,,2024.0,81.0,2.0,89.4,,3689.0,0.382,Low Rolling Resistance,-19.1,Max Cool,35.1,-464.9,1.0,250.0,High,Normal,74.3,232.3
BMW,,Supercharger,AWD,NCA,2020.0,43.0,4.0,98.1,617.0,3151.0,0.247,All-Terrain,27.2,None,27.2,375.5,6.0,70.0,Medium,Off-Road,38.7,166.2
,SUV,Wireless,AWD,NCA,2020.0,79.3,9.0,80.2,242.0,3704.0,0.339,Standard,-7.9,Cooling,104.1,,1.0,38.0,Low,Chill,13.3,200.6
Hyundai,Hatchback,Level 2,4WD,NMCA,2021.0,109.8,6.0,66.0,543.0,3210.0,0.28,,9.7,Cooling,96.1,,4.0,,Max,Sport,69.0,451.7
Tesla,SUV,Wireless,,NMC,2022.0,,9.0,,499.0,1446.0,0.41,Standard,-13.9,Max Heat,46.1,-260.0,2.0,464.0,Medium,Eco,70.7,670.7616576703001
Tesla,Crossover,Wireless,AWD,LFP,2024.0,50.3,0.0,97.1,679.0,2182.0,0.252,All-Terrain,12.9,Heating,32.5,-37.1,6.0,44.0,Max,Normal,38.0,286.2
BMW,Truck,DC Fast Charge,RWD,LFP,,,7.0,83.5,265.0,1555.0,0.437,Standard,11.2,Cooling,22.4,-91.6,1.0,435.0,Medium,Sport,69.1,512.0
Hyundai,Sports Car,Level 1,4WD,LFP,2022.0,30.5,0.0,60.7,463.0,,0.406,Standard,25.4,Max Heat,108.4,-218.3,1.0,182.0,High,Chill,37.7,198.9
Rivian,Sedan,Level 2,FWD,Solid State,2019.0,,,82.2,213.0,2620.0,0.335,Low Rolling Resistance,17.0,Cooling,,-95.0,2.0,99.0,,,14.7,124.2
NIO,Truck,,4WD,Solid State,2018.0,95.0,1.0,99.3,92.0,1337.0,0.274,Performance,-12.4,Heating,75.4,299.3,3.0,481.0,,,4.3,287.1
,Truck,Wireless,AWD,NCA,2016.0,68.3,8.0,71.4,598.0,2166.0,0.258,Low Rolling Resistance,5.9,Heating,56.3,-159.6,2.0,384.0,High,Sport,12.2,267.0
Hyundai,Crossover,Level 2,AWD,NMC,2015.0,96.1,2.0,,186.0,2889.0,0.473,Low Rolling Resistance,-8.5,Heating,71.6,138.2,2.0,214.0,,Eco,,331.9
Polestar,Truck,Level 1,AWD,LFP,,29.8,7.0,89.1,,1450.0,0.29,Standard,41.4,Max Heat,106.6,487.0,2.0,135.0,Max,Sport,3.2,120.9
Hyundai,SUV,Level 1,AWD,LFP,2021.0,,1.0,64.0,627.0,,0.322,Performance,13.9,None,124.1,-234.8,3.0,200.0,High,Eco,21.4,451.6
Polestar,,Level 2,AWD,LFP,2023.0,113.4,5.0,72.2,281.0,2575.0,0.422,All-Terrain,30.7,None,,209.3,2.0,333.0,,Normal,66.1,421.6
NIO,Sedan,Wireless,,Solid State,,87.1,9.0,83.7,,2576.0,0.325,Low Rolling Resistance,,Heating,112.3,,,85.0,High,Sport,0.5,317.5
lucid,Truck,,AWD,,2018.0,,,71.0,377.0,3758.0,0.412,Standard,7.5,Max Cool,,-335.6,3.0,183.0,,Eco,,148.1
Lucid,Hatchback,Supercharger,4WD,Solid State,2016.0,25.7,7.0,66.3,313.0,2355.0,0.262,Low Rolling Resistance,43.9,Max Heat,93.8,43.6,2.0,279.0,Max,Normal,67.4,208.4
POLESTAR,Van,Wireless,AWD,LFP,2020.0,26.1,7.0,85.9,139.0,3830.0,0.212,Performance,43.5,None,123.3,-146.9,1.0,475.0,Max,Off-Road,,563.5
BYD,SUV,Supercharger,4WD,,2015.0,97.9,4.0,63.1,419.0,2370.0,0.321,All-Terrain,-0.1,Cooling,,405.0,4.0,135.0,Medium,Normal,55.2,477.3
BYD ,Sports Car,Level 2,AWD,NMC,2017.0,,,,224.0,,,Low Rolling Resistance,8.0,Max Heat,,153.9,3.0,28.0,Max,Chill,14.9,3378.06420718552
BYD,SUV,DC Fast Charge,AWD,Solid State,2019.0,107.6,1.0,92.4,344.0,2141.0,0.41,,30.9,Heating,86.5,182.5,4.0,251.0,High,Off-Road,65.3,239.4
bmw,Truck,DC Fast Charge,FWD,Solid State,2022.0,116.0,5.0,67.2,505.0,3189.0,0.209,Performance,34.7,Max Heat,58.3,95.0,6.0,72.0,Max,Chill,5.7,659.6
Tesla,SUV,Level 1,4WD,NMC,2021.0,43.8,4.0,60.3,647.0,2699.0,0.491,Standard,35.7,Max Cool,,-150.4,,,High,Off-Road,9.9,87.3
polestar,Sedan,,,Solid State,2021.0,110.0,9.0,94.8,371.0,,0.28,Performance,26.2,Max Heat,96.9,-388.1,1.0,425.0,Off,Eco,8.2,129.7
,Sedan,Level 2,AWD,NMC,2021.0,100.9,5.0,93.7,585.0,2426.0,0.38,Low Rolling Resistance,20.5,Cooling,80.5,494.5,6.0,393.0,Off,Chill,66.2,249.3
NIO,Hatchback,Wireless,AWD,NMC,2017.0,114.2,8.0,99.6,464.0,2397.0,0.457,,-8.0,,104.2,,1.0,,Off,Off-Road,10.6,284.1
Polestar,Van,Level 1,FWD,LFP,2024.0,70.4,5.0,71.9,151.0,3992.0,0.406,All-Terrain,34.4,Heating,66.5,-80.4,3.0,,Medium,Eco,75.6,184.6
VW,Truck,Level 2,FWD,Solid State,2015.0,53.1,6.0,99.0,562.0,2322.0,0.31,All-Terrain,27.8,Max Heat,35.1,-497.8,4.0,313.0,Max,Sport,25.1,253.0
RIVIAN,Sedan,,4WD,NMCA,2021.0,109.2,6.0,80.4,681.0,2437.0,0.222,All-Terrain,28.1,Cooling,123.1,-99.5,1.0,353.0,Low,Eco,5.0,661.0
Hyundai,Hatchback,Level 2,4WD,NCA,2020.0,92.5,,94.7,542.0,2781.0,0.346,All-Terrain,,Heating,,-65.3,2.0,,Off,Eco,,270.1
POLESTAR,Sedan,Supercharger,FWD,NMCA,2018.0,41.7,5.0,71.2,421.0,,0.421,Standard,1.0,Heating,79.5,-223.3,2.0,109.0,Low,Normal,39.0,544.4
Tesla,Truck,Supercharger,,,,73.3,,77.0,681.0,2344.0,0.253,Low Rolling Resistance,-8.5,Cooling,38.6,-230.4,4.0,462.0,Off,Off-Road,62.4,135.5
NIO,Hatchback,Level 1,,NMCA,2019.0,42.8,4.0,61.0,,3646.0,,All-Terrain,,None,89.5,,,,Max,Chill,27.7,156.6
Lucid,Crossover,Supercharger,FWD,LFP,2021.0,,4.0,65.5,350.0,3621.0,0.493,,1.6,None,21.6,-237.7,5.0,451.0,High,,,642.5
Polestar,Sports Car,Supercharger,AWD,NMC,2018.0,91.1,6.0,98.7,,1453.0,,Performance,34.1,Heating,83.7,335.8,6.0,475.0,Medium,Normal,68.8,467.3
BMW,Crossover,Wireless,AWD,NMC,,91.6,5.0,99.5,74.0,2998.0,,Standard,-19.3,Max Heat,,463.3,,491.0,High,Sport,72.6,515.5
NIO,,Level 2,4WD,,2019.0,78.9,9.0,,502.0,1684.0,,Low Rolling Resistance,19.6,Cooling,82.2,392.0,4.0,492.0,Max,Chill,27.2,317.1
tesla ,SUV,DC Fast Charge,AWD,Solid State,2020.0,41.0,6.0,77.5,666.0,2126.0,0.229,Low Rolling Resistance,20.6,Cooling,20.7,227.3,1.0,451.0,Max,Off-Road,52.0,438.7
Audi,Truck,Supercharger,FWD,NCA,2016.0,71.7,0.0,77.7,658.0,2994.0,0.471,Low Rolling Resistance,21.4,Heating,,140.8,5.0,252.0,Off,Chill,3.4,348.4
Polestar,Van,Supercharger,FWD,NMC,,116.2,0.0,61.5,649.0,2995.0,0.35,All-Terrain,31.0,Cooling,82.9,,4.0,202.0,,Chill,47.8,351.5
Hyundai,SUV,Wireless,AWD,Solid State,2018.0,39.4,,91.9,205.0,2470.0,,Performance,-17.0,None,118.8,,3.0,,Off,Off-Road,33.6,375.5
,,DC Fast Charge,FWD,NMC,2021.0,86.8,6.0,64.2,146.0,,0.302,All-Terrain,,Max Heat,38.6,474.1,6.0,363.0,Low,Normal,54.9,527.7
,Sedan,Supercharger,AWD,NCA,2021.0,53.3,5.0,90.6,306.0,3658.0,0.243,Performance,-15.6,Max Cool,56.1,168.2,4.0,407.0,High,Sport,,548.1
Tesla,SUV,,,Solid State,2017.0,106.0,3.0,63.5,252.0,3553.0,0.205,All-Terrain,13.7,Max Heat,108.5,,5.0,379.0,Max,,12.2,648.3
,Truck,DC Fast Charge,AWD,,2022.0,54.4,7.0,79.5,416.0,3539.0,,Performance,40.1,,78.4,187.6,5.0,,Off,Chill,24.6,673.2
BYD,Sports Car,Level 2,RWD,NMCA,2022.0,90.6,2.0,95.7,132.0,3002.0,0.434,Standard,11.3,Max Cool,32.5,294.1,,197.0,High,Sport,30.5,651.4
hyundai,Van,Wireless,RWD,NMC,2019.0,83.2,,,318.0,2724.0,0.39,Performance,20.3,Cooling,47.6,-439.7,1.0,126.0,,Chill,78.0,305.4
polestar,Sports Car,Level 1,FWD,NCA,2023.0,82.0,4.0,89.4,601.0,2968.0,0.41,All-Terrain,8.0,,90.5,-182.3,2.0,481.0,Medium,Normal,72.0,415.3
tesla,Crossover,Wireless,RWD,NMCA,2023.0,42.2,2.0,83.6,507.0,1294.0,0.476,Low Rolling Resistance,,Max Cool,34.0,,4.0,68.0,,Off-Road,61.7,519.7
Rivian,SUV,Level 1,4WD,Solid State,2021.0,24.8,4.0,80.2,393.0,2735.0,0.285,Performance,-10.3,Cooling,123.9,331.8,3.0,,,Chill,1.7,307.2
byd,,Wireless,RWD,Solid State,2018.0,124.4,9.0,70.3,332.0,2484.0,0.408,Low Rolling Resistance,28.1,None,114.1,169.0,1.0,484.0,,Sport,18.4,566.8
Polestar,Hatchback,Level 2,AWD,NMC,2024.0,,7.0,73.8,204.0,3192.0,0.27,Standard,17.6,None,67.9,-306.9,,399.0,Off,Off-Road,,243.7
Rivian,,Wireless,FWD,NMC,2024.0,25.8,4.0,71.7,483.0,,0.278,,-13.2,None,114.4,,4.0,297.0,,Sport,,424.1
Audi,Sedan,Level 2,,NMCA,,47.5,9.0,,567.0,1260.0,0.229,Standard,20.7,Heating,47.8,462.4,3.0,229.0,High,,61.4,518.9
BYD,Crossover,Wireless,AWD,NMCA,2022.0,42.8,8.0,83.0,479.0,2838.0,0.409,All-Terrain,,Cooling,106.4,-223.1,6.0,144.0,Max,,47.4,236.9
Lucid,Truck,Level 2,AWD,LFP,2023.0,102.1,,71.9,164.0,2971.0,0.397,Low Rolling Resistance,24.8,Cooling,48.0,467.9,4.0,,Off,Off-Road,23.6,7158.274911968852
Tesla,SUV,Level 1,AWD,Solid State,2017.0,79.5,7.0,64.6,411.0,3266.0,0.351,Low Rolling Resistance,13.4,,89.3,216.2,,77.0,,Chill,5.2,162.5
Polestar,Truck,,4WD,LFP,2016.0,109.5,0.0,,356.0,2150.0,0.282,Low Rolling Resistance,35.5,,,-137.6,6.0,424.0,Max,,22.9,552.0
Audi,Sports Car,DC Fast Charge,,NCA,,27.0,4.0,69.2,235.0,1719.0,0.35,Standard,11.3,Max Cool,33.6,-51.6,6.0,491.0,,Normal,62.4,562.1
Polestar,Sports Car,,AWD,NCA,2015.0,98.8,0.0,66.8,440.0,2862.0,0.291,Low Rolling Resistance,12.7,Max Cool,98.2,352.2,2.0,181.0,Low,,31.3,545.0
Hyundai,Hatchback,DC Fast Charge,,NMC,,125.6,9.0,76.7,443.0,3636.0,0.333,Low Rolling Resistance,10.0,None,130.0,248.6,6.0,154.0,Medium,Eco,6.7,355.2
BMW,Van,Supercharger,FWD,NCA,,125.0,3.0,74.8,655.0,1623.0,,Performance,15.8,Heating,88.8,245.1,2.0,245.0,Medium,Off-Road,3.6,93.4
BMW,Truck,Level 1,,NMCA,,109.8,8.0,99.5,,3083.0,0.49,Low Rolling Resistance,24.1,,36.0,150.2,1.0,438.0,Max,Sport,9.4,393.3
Audi,Sedan,,FWD,LFP,2015.0,60.5,6.0,62.0,150.0,1378.0,0.359,Standard,29.7,Max Cool,102.5,,3.0,132.0,Max,Eco,,669.2
Rivian,Truck,Level 2,4WD,NMC,2021.0,,7.0,75.2,112.0,3992.0,0.494,All-Terrain,-12.6,Cooling,61.0,335.5,6.0,142.0,,Normal,4.8,195.6
Lucid,Crossover,Supercharger,RWD,LFP,2019.0,83.5,3.0,,514.0,2203.0,0.316,,,,115.6,410.7,6.0,244.0,High,Normal,78.2,214.6
BMW,SUV,DC Fast Charge,AWD,Solid State,2021.0,113.8,3.0,68.4,,,,All-Terrain,22.3,Max Cool,124.5,246.8,5.0,154.0,Medium,Chill,36.7,354.1
Hyundai,Sedan,Level 2,4WD,NCA,2016.0,31.5,9.0,79.1,639.0,,0.33,,37.1,Max Heat,119.2,257.9,3.0,54.0,Low,Sport,32.7,131.7
BYD,SUV,Wireless,4WD,Solid State,2021.0,56.2,9.0,86.7,,3785.0,0.239,All-Terrain,-12.7,Heating,109.0,450.1,4.0,104.0,Low,Normal,70.4,272.3
BMW,,,FWD,NMCA,2016.0,127.7,7.0,96.6,619.0,2679.0,0.446,Low Rolling Resistance,29.2,Cooling,118.0,,5.0,290.0,,Chill,3.6,283.8
Rivian,Hatchback,Level 1,FWD,,2020.0,94.8,9.0,99.7,652.0,3418.0,,Performance,24.1,Max Cool,91.9,153.3,4.0,121.0,Low,Chill,2.7,380.0
NIO,Sedan,Wireless,RWD,LFP,2019.0,117.7,7.0,,389.0,,,All-Terrain,2.0,Cooling,23.6,-50.2,3.0,275.0,Off,Chill,36.0,181.9
